word,count
comfort,1
spurred,1
sitting,1
voy,1
praying,1
crowd,1
minute,1
jairo,1
summer,1
thats,1
desde,1
mar,1
goooooooo,1
cold,1
many,1
moment,1
uri,1
playing,1
count,1
ima,1
quite,1
pero,1
glory,1
haveto,1
mothafucka,1
jorge,1
gold,1
greatest,1
ends,1
tacos,1
jr,1
lbj,1
starting,1
says,1
god,1
azlyne,1
excited,1
feels,1
bu,1
throw,1
looked,1
cuz,1
extremely,1
mamis,1
district,1
ace,1
little,1
cma,1
looking,1
lakers,1
feel,1
cerquita,1
lemon,1
prediction,1
captain,1
awarded,1
mother,1
boyz,1
energías,1
sealing,1
u,1
total,1
record,1
ferri,1
min,1
shed,1
grateful,1
gear,1
warm,1
white,1
fellow,1
moral,1
clock,1
absolute,1
form,1
oh,1
gane,1
julio,1
uses,1
texas,1
sayonce,1
loss,1
souvenirs,1
trip,1
row,1
possible,1
seager,1
cannot,1
atardecer,1
choi,1
serious,1
may,1
trouble,1
polls,1
termina,1
fish,1
royals,1
board,1
married,1
ana,1
filthy,1
btw,1
breakdown,1
disappointment,1
office,1
ship,1
carry,1
continues,1
relaxation,1
becomes,1
extent,1
fly,1
fucking,1
ws,1
checks,1
crucial,1
convencer,1
set,1
doesnt,1
mentions,1
santa,1
forth,1
minnesota,1
every,1
woke,1
family,1
front,1
louisville,1
weird,1
phillips,1
ignoran,1
green,1
llena,1
enjoying,1
gem,1
seems,1
hoy,1
consideration,1
fo,1
wishing,1
visit,1
bbb,1
nerd,1
returns,1
howe,1
illuminated,1
timeout,1
haha,1
giants,1
managed,1
hammerin,1
included,1
chips,1
recording,1
shakopee,1
coach,1
nomas,1
stress,1
sleeve,1
traveler,1
player,1
lifetime,1
games,1
certain,1
asf,1
ur,1
grays,1
cover,1
gooooooo,1
anyway,1
guess,1
bats,1
tear,1
rigging,1
thursday,1
thinking,1
right,1
really,1
somebody,1
st,1
cooler,1
listening,1
dip,1
fanduel,1
fox,1
pretty,1
girls,1
lit,1
bullpen,1
turner,1
miami,1
election,1
bigger,1
mvp,1
saves,1
prayers,1
hate,1
tour,1
usually,1
del,1
gameday,1
omg,1
tempted,1
else,1
sake,1
head,1
six,1
bag,1
retro,1
quick,1
nahhhh,1
gulls,1
chairman,1
gave,1
tech,1
unfished,1
yet,1
rn,1
claro,1
loved,1
sooooo,1
contenders,1
saugus,1
omen,1
nk,1
en,1
exes,1
fat,1
repeat,1
zero,1
wound,1
theres,1
app,1
damage,1
competed,1
pete,1
ojalá,1
boiled,1
hell,1
steve,1
bit,1
run,1
million,1
actually,1
bulldogs,1
drought,1
rank,1
hump,1
allowed,1
manifesting,1
gon,1
build,1
screw,1
talent,1
trash,1
celebration,1
todays,1
gives,1
tb,1
aaaaaand,1
flappy,1
based,1
make,1
commercial,1
hitting,1
evening,1
airport,1
charlie,1
b,1
speaking,1
teammate,1
ask,1
promo,1
hershizer,1
goooooo,1
likely,1
thoughts,1
tee,1
west,1
incompetent,1
pregame,1
mixed,1
dog,1
requested,1
thank,1
stop,1
hugs,1
able,1
freese,1
grab,1
peanuts,1
rang,1
ratio,1
pops,1
pleaseeeee,1
blown,1
thought,1
buddy,1
fam,1
mariano,1
know,1
tpir,1
twitter,1
excitement,1
deep,1
saw,1
thanks,1
harbor,1
deserve,1
field,1
takes,1
pitch,1
heads,1
seriously,1
regular,1
hennessy,1
contact,1
minor,1
everytime,1
dreams,1
candles,1
ownership,1
later,1
joe,1
tickets,1
congrats,1
tropicana,1
traveling,1
birthday,1
walker,1
woo,1
bliss,1
battle,1
max,1
realized,1
came,1
mood,1
senior,1
tmrw,1
gametime,1
orel,1
umm,1
nerves,1
pure,1
yep,1
scores,1
general,1
fire,1
bobbleheads,1
international,1
times,1
enjoy,1
dude,1
huge,1
live,1
score,1
bums,1
busting,1
siete,1
person,1
hollywood,1
coming,1
brink,1
sydney,1
working,1
easy,1
leaguers,1
idk,1
behind,1
ben,1
trynna,1
locking,1
iconic,1
cash,1
streaming,1
find,1
understands,1
nope,1
em,1
joda,1
lowkey,1
coolest,1
hands,1
wrong,1
fun,1
transistor,1
hurting,1
weather,1
version,1
skipper,1
vamos,1
bump,1
hilarious,1
bottles,1
approach,1
stopping,1
everyday,1
nadie,1
kíke,1
doyers,1
view,1
waited,1
idea,1
positivas,1
looting,1
hit,1
minutes,1
f,1
breaks,1
pray,1
hornets,1
flashback,1
radio,1
care,1
vintage,1
favorite,1
promise,1
incomparable,1
football,1
drip,1
ranks,1
motivation,1
break,1
degenerates,1
pls,1
conexión,1
spoken,1
experience,1
loot,1
scare,1
ages,1
gods,1
things,1
noaa,1
leadoff,1
goose,1
sad,1
months,1
dirty,1
beat,1
trailer,1
fr,1
roll,1
gif,1
david,1
parking,1
buck,1
relaxed,1
quote,1
ny,1
oklahoma,1
lesser,1
p,1
mookie,1
fading,1
losses,1
whos,1
political,1
blunts,1
stated,1
sister,1
prays,1
tough,1
flying,1
briefing,1
dahn,1
maybe,1
tell,1
cooking,1
believin,1
tweet,1
rivera,1
hoping,1
offense,1
pockets,1
wrap,1
theat,1
college,1
existence,1
chiva,1
lose,1
whole,1
matters,1
showed,1
choice,1
dave,1
usual,1
calm,1
service,1
kirk,1
important,1
brett,1
born,1
tightly,1
tt,1
así,1
butterflies,1
hi,1
job,1
taylor,1
joke,1
low,1
rode,1
mamba,1
buehler,1
okay,1
level,1
blacks,1
outing,1
bristol,1
use,2
aplomb,2
alright,2
mode,2
twice,2
number,2
buy,2
champ,2
lineup,2
su,2
beanie,2
id,2
switching,2
finally,2
men,2
kershaw,2
signed,2
se,2
consider,2
viene,2
entre,2
knows,2
shit,2
gets,2
n,2
real,2
team,2
city,2
check,2
virtual,2
found,2
guys,2
champs,2
gonna,2
court,2
anxiety,2
starts,2
food,2
que,2
thing,2
hearts,2
play,2
stand,2
moving,2
october,2
ok,2
never,2
th,2
mi,2
old,2
previ,2
arts,2
es,2
ha,2
promoted,2
school,2
show,2
astros,2
also,2
officially,2
coin,2
proud,2
lock,2
magic,2
key,2
say,2
chance,2
something,2
start,2
next,2
unless,2
business,2
kobe,2
solid,2
catch,2
postseason,2
totally,2
look,2
demostrar,2
keeps,2
seal,2
boy,2
dodger,2
legit,2
flip,2
host,2
z,2
roberts,2
professional,2
smith,2
former,2
come,2
victory,2
wine,2
ever,2
wow,2
awesome,2
scribbledink,2
tuesday,2
picking,2
heard,2
breakfast,2
hip,2
porqué,2
best,2
away,2
wonder,2
happens,2
root,2
watches,2
ya,2
depends,2
survival,2
brought,2
keep,2
must,2
pat,2
yes,2
jansen,2
sheins,2
houston,2
happened,2
heart,2
brother,2
conversation,2
room,2
happy,2
c,2
till,2
happening,2
martial,2
attention,2
otd,2
felt,2
nothing,2
bout,2
said,2
california,2
hop,2
history,2
parade,2
knew,2
smart,2
dealing,2
another,2
party,2
bad,2
tx,2
wife,2
fans,2
remember,2
basically,2
uno,2
feeling,2
made,2
struck,2
el,2
gooo,3
played,3
way,3
much,3
title,3
prob,3
gooooo,3
camden,3
reason,3
runs,3
congratulations,3
evan,3
wins,3
close,3
guy,3
book,3
blue,3
ring,3
feelin,3
sure,3
mets,3
lol,3
hey,3
ml,3
long,3
teams,3
hits,3
almost,3
innings,3
since,3
dub,3
leads,3
might,3
luck,3
work,3
great,3
listen,3
awards,3
nervous,3
cat,3
grayson,3
pitching,3
face,3
fuck,3
gotta,3
join,3
lfg,3
anxious,3
new,3
dear,3
originally,3
went,3
believes,3
happen,3
wants,3
w,3
getting,3
drink,4
goes,4
bring,4
championship,4
would,4
ball,4
muncy,4
year,4
bay,4
hyped,4
man,4
years,4
mins,4
could,4
well,4
believe,4
park,4
seeing,4
wanna,4
season,4
blake,4
last,4
lad,4
deal,5
like,5
going,5
jersey,5
high,5
dont,5
first,5
la,5
watching,5
ready,5
either,5
everyone,5
arlington,5
stadium,5
still,5
big,5
tony,5
life,5
celebrate,5
winning,6
globe,6
force,6
end,6
think,6
de,6
tampa,7
mound,7
want,7
done,7
today,7
please,7
back,7
baseball,7
gonsolin,7
got,8
champions,8
boys,8
finish,8
vs,8
us,8
fan,9
angeles,9
hope,9
lets,9
mlb,9
home,10
day,10
love,10
good,10
better,11
see,11
time,11
watch,11
need,12
los,12
bet,12
snell,13
one,13
take,13
night,16
get,21
let,44
win,50
rays,55
go,59
world,65
game,66
series,70
tonight,86
dodgers,102
